No,Kode Efek,Nama Emiten,Nama Pemegang Rekening Efek,Nama Pemegang Saham,Nama Rekening Efek,Alamat,Alamat (Lanjutan),Kebangsaan,Domisili,Status (Lokal/Asing),Kepemilikan Per 19-MAY-2026,Col12,Col13,Kepemilikan Per 20-MAY-2026,Col15,Col16,Perubahan
1299,PDPP,"PRIMADAYA PLASTISINDO Tbk, PT",PT SEMESTA INDOVEST SEKURITAS,MENG CHUN TSAI,MENG CHUN TSAI,"II FF-1 NO 12, LANE 470","YING TSAI RD, WEST DIST",TAIWANESE,INDONESIA,A,"244,907,430","244,907,430",8.00,"244,907,430","244,907,430",8.00,0
1300,PDPP,"PRIMADAYA PLASTISINDO Tbk, PT",PT SEMESTA INDOVEST SEKURITAS,LEE BEE TENG,LEE BEE TENG,KOTA WISATA. FLORIDA 04 NO 3,"CIBUBUR, CILEUNGSI",MALAYSIAN,INDONESIA,L,"153,067,120","153,067,120",5.00,"153,067,120","153,067,120",5.00,0
1301,PDPP,"PRIMADAYA PLASTISINDO Tbk, PT",PT SEMESTA INDOVEST SEKURITAS,LIM KIM GUAN,LIM KIM GUAN,KOTA WISATA CLUSTER FLORIDA,"BLOK O4.3. CILEUNGSI, BOGOR",MALAYSIAN,INDONESIA,L,"336,747,730","336,747,730",11.00,"336,747,730","336,747,730",11.00,0
1302,PEGE,"PANCA GLOBAL KAPITAL Tbk, PT",PT PANCA GLOBAL SEKURITAS,PT. MANDIRI TERANG HARAPAN,PT. MANDIRI TERANG HARAPAN,MANGKULUHUR CITY TOWER LT.7 SUITE 15B,JL. GATOT SUBROTO KAV.1-3,,INDONESIA,L,"256,833,500","256,833,500",9.06,"256,833,500","256,833,500",9.06,0
1303,PEGE,"PANCA GLOBAL KAPITAL Tbk, PT",PT PANCA GLOBAL SEKURITAS,RR CAPITAL GROUP PTE. LTD,RR CAPITAL GROUP PTE. LTD,160 ROBINSON ROAD #05-12,SINGAPORE BUSINESS FEDERATION CENTER,,SINGAPORE,A,"1,201,726,600","1,201,726,600",42.41,"1,201,726,600","1,201,726,600",42.41,0
1304,PEGE,"PANCA GLOBAL KAPITAL Tbk, PT",PT PANCA GLOBAL SEKURITAS,TRISNO LIMANTO,TRISNO LIMANTO,KAV POLRI BLOK G I/1644,RT/RW. 003/006 KEL. WIJAYA KUSUMA KEC. GROGOL PETAMBURAN,INDONESIAN,INDONESIA,L,"536,725,020","536,725,020",18.94,"536,725,020","536,725,020",18.94,0
1305,PEHA,"PHAPROS Tbk, PT","BNI SEKURITAS, PT",PT KIMIA FARMA (PERSERO) TBK,PT KIMIA FARMA (PERSERO) TBK,JL VETERAN NO 9,,,INDONESIA,L,"238,450,930","238,450,930",28.39,"238,450,930","238,450,930",28.39,0
1306,PEHA,"PHAPROS Tbk, PT","MANDIRI SEKURITAS, PT",PT. KIMIA FARMA,PT. KIMIA FARMA,JL VETERAN RAYA NO 9 KEL GAMBIR,KOTA JAKARTA PUSAT,,INDONESIA,L,"238,450,930","238,450,930",28.39,"238,450,930","238,450,930",28.39,0
1307,PEHA,"PHAPROS Tbk, PT","MANDIRI SEKURITAS, PT",DRS.MASRIZAL.A.S.,DRS.MASRIZAL.A.S.,JKLE. CMAEMTARTOA NKENCANA IV / TA 5 RT 005 / 015 KEL. PONDOK PINANG,KEBAYORAN LAMA,INDONESIAN,INDONESIA,L,"87,833,250","87,833,250",10.46,"87,833,250","87,833,250",10.46,0
1308,PEVE,"PENTA VALENT Tbk, PT",PT LOTUS ANDALAN SEKURITAS,TANCORP MEGA BUANA PT,TANCORP MEGA BUANA PT,RUKO CENTRAL SQUARE B-1,"JL.A YANI NO.41-43,GEDANGAN",,INDONESIA,L,"700,000,000","700,000,000",39.65,"700,000,000","700,000,000",39.65,0
1309,PGEO,"PERTAMINA GEOTHERMAL ENERGY Tbk, PT","MANDIRI SEKURITAS, PT",MASDAR INDONESIA SOLAR HOLDINGS RSC LIMITED,MASDAR INDONESIA SOLAR HOLDINGS RSC LIMITED,WALKERS PROFESSIONAL SERVICES,"2S4QTUHA RFLEOOR, AL SILA TOWER, ABU DHABI GLOBAL MARKET",,UNITED ARAB EMIRATES,A,"6,209,421,300","6,209,421,300",14.82,"6,209,421,300","6,209,421,300",14.82,0
1310,PGJO,"BAHTERA BUMI RAYA Tbk, PT",PT BCA SEKURITAS,PT BATU INVESTASI INDONESIA,PT BATU INVESTASI INDONESIA,Gedung Centennial Tower Lt 29 Unit D-F,Jl Jend Gatot Subroto Kav 24-25 RT 002 RW 002,,INDONESIA,L,"654,987,850","654,987,850",82.30,"654,987,850","654,987,850",82.30,0
1311,PGLI,"PEMBANGUNAN GRAHA LESTARI Tbk, PT",PT CGS International Sekuritas Indonesia,PT ALAMI LESTARI INVESTINDO,PT ALAMI LESTARI INVESTINDO,MENARA IMPERIUM LT 12 X SUITE C,JL HR RASUNA SAID KAV 1,,INDONESIA,L,"228,500,000","228,500,000",46.82,"228,500,000","228,500,000",46.82,0
1312,PGLI,"PEMBANGUNAN GRAHA LESTARI Tbk, PT",PT CGS International Sekuritas Indonesia,JAEGOPAL HUTAPEA,JAEGOPAL HUTAPEA,"JL.PANGKALAN JATI, I/17A",KEL.CIPINANG MELAYU,INDONESIAN,INDONESIA,L,"124,400,000","124,400,000",25.49,"124,400,000","124,400,000",25.49,0
1313,PGUN,"PRADIKSI GUNATAMA Tbk, PT",PT MIRAE ASSET SEKURITAS INDONESIA,PT BARAMEGA CITRA MULIA PERSADA,PT BARAMEGA CITRA MULIA PERSADA,"Jl Raya Kodeco KM 1,5 DS Gunung Antasari",,,INDONESIA,L,"900,000,250","900,000,250",15.69,"900,000,250","900,000,250",15.69,0
1314,PICO,"PELANGI INDAH CANINDO Tbk, PT",PT KB VALBURY SEKURITAS,PT SARANAMULIA MAHARDHIKA,"SARANAMULIA MAHARDHIKA, PT",JL.DAAN MOGOT KM 14 NO.700,RT.001 RW.012,,INDONESIA,L,"107,774,352","182,093,745",32.04,"107,774,352","182,093,745",32.04,0
,PICO,,PT. BANK KEB HANA INDONESIA,,PT SARANAMULIA MAHARDHIKA,JL. DAAN MOGOT KM 14 NO. 700 KALIDERES,,,INDONESIA,L,"74,307,693",,,"74,307,693",,,0
,PICO,,PT MNC SEKURITAS,,PT SARANAMULIA MAHARDHIKA,"JL. DAAN MOGOT KM 14 NO. 700, RT2 RW12",,,INDONESIA,L,"11,7",,,"11,7",,,0
1315,PICO,"PELANGI INDAH CANINDO Tbk, PT",PT SURYA FAJAR SEKURITAS,PT. CITRAJAYA PERKASAMULIA,PT. CITRAJAYA PERKASAMULIA,"GEDUNG PELANGI, JL. DAAN MOGOT KM. 13 NO. 700",,,INDONESIA,L,194,"180,189,112",31.70,194,"180,189,112",31.70,0
,PICO,,PT MNC SEKURITAS,,PT. CITRAJAYA PERKASAMULIA,"WISMA PELANGI, JL DAAN MOGOT KM 14 NO. 700 RT2 RW12",,,INDONESIA,L,"18,111,832",,,"18,111,832",,,0
,PICO,,PT BCA SEKURITAS,,PT Citrajaya Perkasamulia,"Jl. Daan Mogot Km 14 no. 700 Rt 002/012, Kalideres",Jakarta Barat,,INDONESIA,L,"160,000,000",,,"160,000,000",,,0
,PICO,,PT NH KORINDO SEKURITAS INDONESIA,,PT. CITRAJAYA PERKASAMULIA,"Gedung Pelangi, Jl. Daan Mogot KM.14 No.700, Kalideres",,,INDONESIA,L,"1,883,280",,,"1,883,280",,,0
1316,PIPA,"MULTI MAKMUR LEMINDO Tbk, PT",PT. TRIMEGAH SEKURITAS INDONESIA TBK,PT MORRIS CAPITAL INDONESIA,MORRIS CAPITAL INDONESIA PT,JL. ISKANDARSYAH I NO. 10,MELAWAI,,INDONESIA,L,"1,410,331,400","1,710,331,400",49.92,"1,410,331,400","1,710,331,400",49.92,0
,PIPA,,PT SEMESTA INDOVEST SEKURITAS,,PT. MORRIS CAPITAL INDONESIA,JL. ISKANDARYAH I NO 10,"MELAWAI, KEBAYORAN BARU",,INDONESIA,L,"300,000,000",,,"300,000,000",,,0
1317,PKPK,"PARAGON KARYA PERKASA Tbk, PT",PT PANCA GLOBAL SEKURITAS,PT. DELI PUTRA BANGSA,PT. DELI PUTRA BANGSA,GRAND ITC PERMATA HIJAU LANTAI 8 SUITE B NOMOR 3A,RT/RW. 000/000 KEL. GROGOL UTARA KEC. KEBAYORAN LAMA,,INDONESIA,L,"900,000,000","900,000,000",75.00,"900,000,000","900,000,000",75.00,0
1318,PLAS,"POLARIS INVESTAMA TBK, PT.",BUT DEUTSCHE BANK AG,"UBS AG, LONDON",UBS AG LONDON-2140724000,5 BROADGATE LONDON EC2M 2QS,UNITED KINGDOM,,SWITZERLAND,A,"100,500,000","100,500,000",8.49,"100,500,000","100,500,000",8.49,0
1319,PLIN,PT PLAZA INDONESIA REALTY Tbk,"SINARMAS SEKURITAS, PT",PT PLAZA INDONESIA INVESTAMA,PT PLAZA INDONESIA INVESTAMA,PLAZA INDONESIA SHOPPING CENTER LT. P2,JL MH THAMRIN KAV.28-30 GONDANGDIA-MENTENG,,INDONESIA,L,"3,429,674,130","3,429,674,130",96.61,"3,429,674,130","3,429,674,130",96.61,0
1320,PMJS,"PUTRA MANDIRI JEMBAR Tbk, PT",PT CGS International Sekuritas Indonesia,MITSUBISHI CORPORATION,MITSUBISHI CORPORATION,"3-1, MARUNOUCHI 2-CHOME","CHIYODA-KU, TOKYO 100-8086",,JAPAN,A,"4,676,904,000","4,676,904,000",34.00,"4,676,904,000","4,676,904,000",34.00,0
1321,PMMP,"PANCA MITRA MULTIPERDANA Tbk, PT",PT ALDIRACITA SEKURITAS INDONESIA,PT. HARAPAN BANGSA KITA,PT. HARAPAN BANGSA KITA,jl. HR.RASUNA SAID KAV. C LT. 20 UNIT B,,,INDONESIA,L,"188,240,000","188,240,000",7.27,"188,240,000","188,240,000",7.27,0
1322,PMMP,"PANCA MITRA MULTIPERDANA Tbk, PT",PT. TRIMEGAH SEKURITAS INDONESIA TBK,PT TIGA MAKIN JAYA,TIGA MAKIN JAYA PT,DSN LAOK BINDUNG,KEL. LANDANGAN,,INDONESIA,L,"738,236,200","898,236,200",34.70,"738,236,200","898,236,200",34.70,0
,PMMP,,PT OCBC SEKURITAS INDONESIA,,PT TIGA MAKIN JAYA,DSN LAOK BINDUNG,,,INDONESIA,L,"160,000,000",,,"160,000,000",,,0
1323,PMMP,"PANCA MITRA MULTIPERDANA Tbk, PT",PT. TRIMEGAH SEKURITAS INDONESIA TBK,SOESILO SOEBARDJO SH,SOESILO SOEBARDJO SH,MANYAR REJO 9/32,MENUR PUMPUNGAN,INDONESIAN,INDONESIA,L,"580,000,000","580,000,000",22.41,"580,000,000","580,000,000",22.41,0
1324,PNBN,"BANK PAN INDONESIA , TBK , PT",BUT DEUTSCHE BANK AG,VOTRAINT NO.1103 PTY LTD,VOTRAINT NO.1103 PTY LTD-922704000,"C/-AUSTRALIA AND NEW ZEALAND BANKING GROUP LTD,",1004 9C3O1L5LYER QUAY #18-00 OCEAN FINANCIAL CENTRE SINGAPORE,,AUSTRALIA,A,"9,349,793,152","9,349,793,152",38.82,"9,349,793,152","9,349,793,152",38.82,0
1325,PNBS,"BANK PANIN DUBAI SYARIAH Tbk, PT",PT. EVERGREEN SEKURITAS INDONESIA,"BANK PAN INDONESIA TBK, PT","BANK PAN INDONESIA TBK, PT",GD. BANK PANIN PUSAT,JL. JEND. SUDIRMAN KAV.1,,INDONESIA,L,"5,882,980,781","5,882,980,781",15.16,"5,882,980,781","5,882,980,781",15.16,0
1326,PNBS,"BANK PANIN DUBAI SYARIAH Tbk, PT",PT. EVERGREEN SEKURITAS INDONESIA,"Panin Bank Tbk, PT","BANK PAN INDONESIA TBK, PT",GD. BANK PANIN PUSAT,JL. JEND. SUDIRMAN KAV.1,,INDONESIA,L,"5,882,980,781","5,882,980,781",15.16,"5,882,980,781","5,882,980,781",15.16,0
1327,PNBS,"BANK PANIN DUBAI SYARIAH Tbk, PT",BUT. STANDARD CHARTERED BANK,DUBAI ISLAMIC BANK PJSC,DUBAI ISLAMIC BANK PJSC,"PORT SAEED, DEIRA, DUBAI, UAE, PO BOX 1080",,,UNITED ARAB EMIRATES,A,"6,873,473,971","6,873,473,971",17.71,"6,873,473,971","6,873,473,971",17.71,0
1328,PNGO,"PINAGO UTAMA Tbk, PT",PT CGS International Sekuritas Indonesia,AEP NUSANTARA HOLDINGS LIMITED,AEP NUSANTARA HOLDINGS LIMITED,UNIT D 17 F,NATHAN COMMERCIAL BUILDING,,HONG KONG,A,"492,569,400","767,664,900",98.26,"492,569,400","767,664,900",98.26,0
,PNGO,,PT INDO PREMIER SEKURITAS,,AEP NUSANTARA HOLDINGS LIMITED,"UNIT D, 17/F NATHAN COMMERCIAL BUILDING, 430-436","NATHAN ROAD, KOWLOON",,HONG KONG,A,"275,095,500",,,"275,095,500",,,0
1329,PNIN,"PANINVEST Tbk, PT",BANK PAN INDONESIA TBK,DANA PENSIUN KARYAWAN PANIN BANK,DANA PENSIUN KARYAWAN PANIN BANK,"Jl. Jend. Sudirman No. 1, Gelora, Tanah Abang",,,INDONESIA,L,"245,077,142","245,077,142",6.02,"245,077,142","245,077,142",6.02,0
1330,PNLF,"PANIN FINANCIAL Tbk, PT",PT. EVERGREEN SEKURITAS INDONESIA,"PANINVEST TBK, PT",PANINVEST TBK,PANIN BANK PLAZA LT.6,,,INDONESIA,L,"4,865,241,728","4,865,241,728",15.19,"4,865,241,728","4,865,241,728",15.19,0
1331,PNSE,"PUDJIADI AND SONS Tbk, PT",PT LOTUS ANDALAN SEKURITAS,"Jayakarta Investindo, PT","Jayakarta Investindo, PT",JBAAYRAAKTARTA TOWER HOTEL LT 21 HAYAM WURUK 126 JAKARTA,,,INDONESIA,L,"199,707,551","199,707,551",25.03,"199,707,551","199,707,551",25.03,0
1332,PNSE,"PUDJIADI AND SONS Tbk, PT","BRI DANAREKSA SEKURITAS, PT",PT. ISTANA KUTA RATU PRESTIGE,PT. ISTANA KUTA RATU PRESTIGE,Jl. Hayam Wuruk 126 Mangga Besar,Taman Sari Jakarta Barat,,INDONESIA,L,"444,396,400","444,396,400",55.70,"444,396,400","444,396,400",55.70,0
,,,,,,,,,,,Jumlah Saham,Saham Gabungan Per Investor,Persentase Kepemilikan Per Investor (%),Jumlah Saham,Saham Gabungan Per Investor,Persentase Kepemilikan Per Investor (%),
1333,PNSE,"PUDJIADI AND SONS Tbk, PT","BRI DANAREKSA SEKURITAS, PT",LENAWATI SETIADI P,LENAWATI SETIADI P,PT. ISTANA KUTA RATU PRESTIGE,JL. HAYAM WURUK NO. 126,INDONESIAN,INDONESIA,L,"52,320,313","52,733,475",6.61,"52,320,313","52,733,475",6.61,0
,PNSE,,PT LOTUS ANDALAN SEKURITAS,,LENAWATI SETIADI P.,JL.BRAWIJAYA III/2,RT.003/002 Kel.PULO,INDONESIAN,INDONESIA,L,"413,162",,,"413,162",,,0
1334,POLA,"POOL ADVISTA FINANCE Tbk, PT",PT Shinhan Sekuritas Indonesia,PT POOL ADVISTA INDONESIA TBK,PT POOL ADVISTA INDONESIA TBK,JL.LETJEN SOEPONO BLOK CC6 NO.9-10 ARTERI PERMATA HIJAU,KEL.GROGOL UTARA,,INDONESIA,L,"2,558,239,599","2,558,239,599",76.34,"2,558,239,599","2,558,239,599",76.34,0
1335,POLA,"POOL ADVISTA FINANCE Tbk, PT",PT Shinhan Sekuritas Indonesia,PT POOL ADVISTA INDONESIA Tbk,PT POOL ADVISTA INDONESIA TBK,JL.LETJEN SOEPONO BLOK CC6 NO.9-10 ARTERI PERMATA HIJAU,KEL.GROGOL UTARA,,INDONESIA,L,"2,558,239,599","2,558,239,599",76.34,"2,558,239,599","2,558,239,599",76.34,0
1336,POLA,"POOL ADVISTA FINANCE Tbk, PT","BANK MANDIRI, PT - CUSTODY",PERUSAHAAN PERSEROAN (PERSERO) PT ASABRI,PT.ASABRI ( Persero ),Jalan Mayjend Sutoyo No 11 Cawang,Kramat Jati Jakarta Timur DKI Jakarta,,INDONESIA,L,"58,182,000","257,113,382",7.67,"58,182,000","257,113,382",7.67,0
,POLA,,"BANK MANDIRI, PT - CUSTODY",,PT ASABRI (PERSERO) - DAPEN,Jalan Mayjend Sutoyo No 11 Cawang,Kramat Jati Jakarta Timur DKI Jakarta,,INDONESIA,L,"35,910,000",,,"35,910,000",,,0
,POLA,,"BANK MANDIRI, PT - CUSTODY",,PT ASABRI (PERSERO) - DAPEN TNI,Jalan Mayjend Sutoyo No 11 Cawang,Kramat Jati Jakarta Timur DKI Jakarta,,INDONESIA,L,"163,021,382",,,"163,021,382",,,0
1337,POLA,"POOL ADVISTA FINANCE Tbk, PT","BANK MANDIRI, PT - CUSTODY",PERUSAHAAN PERSEROAN (PERSERO) PT. ASABRI,PT.ASABRI ( Persero ),Jalan Mayjend Sutoyo No 11 Cawang,Kramat Jati Jakarta Timur DKI Jakarta,,INDONESIA,L,"58,182,000","257,113,382",7.67,"58,182,000","257,113,382",7.67,0
,POLA,,"BANK MANDIRI, PT - CUSTODY",,PT ASABRI (PERSERO) - DAPEN,Jalan Mayjend Sutoyo No 11 Cawang,Kramat Jati Jakarta Timur DKI Jakarta,,INDONESIA,L,"35,910,000",,,"35,910,000",,,0
,POLA,,"BANK MANDIRI, PT - CUSTODY",,PT ASABRI (PERSERO) - DAPEN TNI,Jalan Mayjend Sutoyo No 11 Cawang,Kramat Jati Jakarta Timur DKI Jakarta,,INDONESIA,L,"163,021,382",,,"163,021,382",,,0
1338,POLI,PERSEROAN TERBATAS POLLUX HOTELS GROUP Tbk,PT KAY HIAN SEKURITAS,PT POLLUX PROPERTI INDONESIA TBK,PT POLLUX PROPERTI INDONESIA TBK,GEDUNG NOBLE HOUSE LANTAI 36,JL DR IDE ANAK AGUNG GDE AGUNG KAV E4.2,,INDONESIA,L,"462,421,100","462,421,100",23.00,"462,421,100","462,421,100",23.00,0
1339,POLI,PERSEROAN TERBATAS POLLUX HOTELS GROUP Tbk,BUT DEUTSCHE BANK AG,PO SUN KOK,PO SUN KOK,JL. GARDEN RAYA NO C6 RT014 RW005,KEDOYA SELATAN KEBON JERUK,INDONESIAN,INDONESIA,L,"1,145,000,000","1,145,000,000",56.95,"1,145,000,000","1,145,000,000",56.95,0
1340,POLL,PT. POLLUX PROPERTI INDONESIA Tbk,PT Bank HSBC Indonesia,PT BORNEO MELAWAI PERKASA,BP2S SINGAPORE/PT BORNEO MELAWAI PERKASA,"GSUEDDIURNMGA NBURSA EFEK INDONESIA TWR II, SUITE 2801 JL.JEND","KINADVO 5N2-E5S3I,A SENAYAN KEBAYORAN BARU, JAKARTA 12190,",,INDONESIA,L,"500,000,000","6,500,000,000",78.14,"500,000,000","6,500,000,000",78.14,0
,POLL,,PT Bank HSBC Indonesia,,HBOSBRCN ESOIN MGEALPAOWRAEI BPRERANKCASHA PRIVATE BANKING DIVISION-PT,"GSUEDDIURNMGA NBURSA EFEK INDONESIA TWR II, SUITE 2801 JL.JEND","KINADVO 5N2-E5S3I,A SENAYAN KEBAYORAN BARU, JAKARTA 12190,",,INDONESIA,L,"500,000,000",,,"500,000,000",,,0
,POLL,,BUT DEUTSCHE BANK AG,,U20B9S1 A14G5 S0I1N6GAPORE S/A PT. BORNEO MELAWAI PERKASA-,"BURSA EFEK INDONESIA TOWER II SUITE 2801, JL JEND","SUDIRMAN KAV 52-53, SENAYAN, SOUTH JAKARTA, INDONESIA",,INDONESIA,L,"5,500,000,000",,,"5,500,000,000",,,0
1341,POLL,PT. POLLUX PROPERTI INDONESIA Tbk,"CITIBANK, N. A",CITIBANK HONG KONG S/A PBG CLIENTS SG,CITIBANK HONG KONG S/A PBG CLIENTS SG,"3, Temasek Avenue #12-00 Centennial TowerSingapore 039190",,,SINGAPORE,A,"500,000,000","500,000,000",6.01,"500,000,000","500,000,000",6.01,0
1342,POLU,"GOLDEN FLOWER Tbk, PT",PT KAY HIAN SEKURITAS,PT GOLDEN FLOWER GLOBAL RESOURCES,PT GOLDEN FLOWER GLOBAL RESOURCES,GD.BEJ TOWER I 2604,JL.JEND SUDIRMAN KAV.52-53,,INDONESIA,L,"64,099,600","64,099,600",8.55,"64,099,600","64,099,600",8.55,0
1343,POLU,"GOLDEN FLOWER Tbk, PT",PT KAY HIAN SEKURITAS,PT PROFASHION APPAREL,PT PROFASHION APPAREL,JL ARJUNA SELATAN NO.10 KEBON JERUK,JAKARTA BARAT,,INDONESIA,L,"599,960,000","599,960,000",79.99,"599,960,000","599,960,000",79.99,0
1344,POLY,"ASIA PACIFIC FIBERS Tbk, PT",BUT DEUTSCHE BANK AG,DAMIANO INVESTMENTS B.V.,BNYM RE DAMIANO INVESTMENTS B.V.-2039927578,"SATURNUSSTRAAT 25I, 2132HB HOOFDDORP,",THE NETHERLANDS,,NETHERLANDS,A,"1,443,805,382","1,443,805,382",62.42,"1,443,805,382","1,443,805,382",62.42,0
1345,POOL,"POOL ADVISTA INDONESIA Tbk, PT","BANK MANDIRI, PT - CUSTODY",PERUSAHAAN PERSEROAN (PERSERO) PT ASABRI,PT ASABRI (PERSERO) - DAPEN POLRI,Jalan Mayjend Sutoyo No 11 Cawang,Kramat Jati Jakarta Timur DKI Jakarta,,INDONESIA,L,"16,700,000","175,227,234",7.48,"16,700,000","175,227,234",7.48,0
,POOL,,"BANK MANDIRI, PT - CUSTODY",,PT ASABRI (PERSERO) - DAPEN TNI,Jalan Mayjend Sutoyo No 11 Cawang,Kramat Jati Jakarta Timur DKI Jakarta,,INDONESIA,L,"64,738,625",,,"64,738,625",,,0
,POOL,,"BANK MANDIRI, PT - CUSTODY",,PT.ASABRI ( Persero ),Jalan Mayjend Sutoyo No 11 Cawang,Kramat Jati Jakarta Timur DKI Jakarta,,INDONESIA,L,"83,060,878",,,"83,060,878",,,0
,POOL,,"BANK MANDIRI, PT - CUSTODY",,PT ASABRI (PERSERO) - DAPEN,Jalan Mayjend Sutoyo No 11 Cawang,Kramat Jati Jakarta Timur DKI Jakarta,,INDONESIA,L,"10,727,731",,,"10,727,731",,,0
1346,POOL,"POOL ADVISTA INDONESIA Tbk, PT","BANK MANDIRI, PT - CUSTODY",PERUSAHAAN PERSEROAN (PERSERO) PT. ASABRI,PT ASABRI (PERSERO) - DAPEN POLRI,Jalan Mayjend Sutoyo No 11 Cawang,Kramat Jati Jakarta Timur DKI Jakarta,,INDONESIA,L,"16,700,000","175,227,234",7.48,"16,700,000","175,227,234",7.48,0
,POOL,,"BANK MANDIRI, PT - CUSTODY",,PT ASABRI (PERSERO) - DAPEN TNI,Jalan Mayjend Sutoyo No 11 Cawang,Kramat Jati Jakarta Timur DKI Jakarta,,INDONESIA,L,"64,738,625",,,"64,738,625",,,0
,POOL,,"BANK MANDIRI, PT - CUSTODY",,PT.ASABRI ( Persero ),Jalan Mayjend Sutoyo No 11 Cawang,Kramat Jati Jakarta Timur DKI Jakarta,,INDONESIA,L,"83,060,878",,,"83,060,878",,,0
,POOL,,"BANK MANDIRI, PT - CUSTODY",,PT ASABRI (PERSERO) - DAPEN,Jalan Mayjend Sutoyo No 11 Cawang,Kramat Jati Jakarta Timur DKI Jakarta,,INDONESIA,L,"10,727,731",,,"10,727,731",,,0
1347,POOL,"POOL ADVISTA INDONESIA Tbk, PT","MANDIRI SEKURITAS, PT",JRAEKPSUAB ALGIKU INNGD OMNUEDSAI AB IKDEAJNAGK STAINADNA RKE PPIUDBANLIAK KINHDUOSNUESS KIAEJAKSAAN,KEJAKSAAN AGUNG,JL SULTAN HASANUDIN NO 1 MELAWAI KEBAYORAN BARU,,,INDONESIA,L,"625,918,824","625,918,824",26.73,"625,918,824","625,918,824",26.73,0
1348,PORT,"NUSANTARA PELABUHAN HANDAL Tbk, PT",PT. TRIMEGAH SEKURITAS INDONESIA TBK,"EPISENTA UTAMA INVESTASI, PT","EPISENTA UTAMA INVESTASI, PT",JL. KEBON BAWANG I NO.45 RT.007/007,KEBON BAWANG,,INDONESIA,L,"679,587,615","679,587,615",24.15,"679,587,615","679,587,615",24.15,0
1349,PORT,"NUSANTARA PELABUHAN HANDAL Tbk, PT",PT. TRIMEGAH SEKURITAS INDONESIA TBK,"PRIMA PERMATA CAKRAWALA, PT","PRIMA PERMATA CAKRAWALA, PT",JL. KEBON BAWANG I NO.45 RT.007/007,KEBON BAWANG,,INDONESIA,L,"153,008,758","153,008,758",5.44,"153,008,758","153,008,758",5.44,0
1350,PORT,"NUSANTARA PELABUHAN HANDAL Tbk, PT",PT. TRIMEGAH SEKURITAS INDONESIA TBK,CDHEVINEAL OMPEMRECNHTA N(HTOSN INGT KEORNNGA)T ICOONMAPLA PNOYR LTI-MINITTEEDGRATED,CDHEVINEAL OMPEMRECNHTA N(HTOSN INGT KEORNNGA)T ICOONMAPLA PNOYR LTI-MINITTEEDGRATED,38/F,CHINA MERCHANTS TOWER SHUN TAK,,HONG KONG,A,"1,435,110,412","1,435,110,412",51.00,"1,435,110,412","1,435,110,412",51.00,0
1351,POSA,"BLISS PROPERTI INDONESIA Tbk, PT",PT PANCA GLOBAL SEKURITAS,BINTANG BAJA HITAM PT,"BINTANG BAJA HITAM, PT",GEDUNG MILLENNIUM CENTENNIAL CENTER LT 1 UNIT A&H,JL. JEND SUDIRMAN KAV 25,,INDONESIA,L,"620,000,000","3,050,000,000",36.36,"620,000,000","3,050,000,000",36.36,0
,POSA,,PT BNC SEKURITAS INDONESIA,,PT Bintang Baja Hitam,GEDUNG MAYAPADA TOWER LANTAI 18,,,INDONESIA,L,"770,000,000",,,"770,000,000",,,0
,POSA,,PT YUANTA SEKURITAS INDONESIA,,"BINTANG BAJA HITAM, PT",GED MILLENIUM CENTENNIAL CENTER LT 1 UNIT A DAN H,JL JEND SUDIRMAN KAV 25 RT/RW 004/002,,INDONESIA,L,"160,000,000",,,"160,000,000",,,0
,POSA,,PT NH KORINDO SEKURITAS INDONESIA,,PT. BINTANG BAJA HITAM,Gedung Millennium Centennial Center lt.1 Unit,"A&H Jl. Jend Sudirman Kav.25, Karet Setiabudi",,INDONESIA,L,"1,500,000,000",,,"1,500,000,000",,,0
1352,POSA,"BLISS PROPERTI INDONESIA Tbk, PT",PT PANCA GLOBAL SEKURITAS,"BINTANG BAJA HITAM, PT","BINTANG BAJA HITAM, PT",GEDUNG MILLENNIUM CENTENNIAL CENTER LT 1 UNIT A&H,JL. JEND SUDIRMAN KAV 25,,INDONESIA,L,"620,000,000","3,050,000,000",36.36,"620,000,000","3,050,000,000",36.36,0
,POSA,,PT BNC SEKURITAS INDONESIA,,PT Bintang Baja Hitam,GEDUNG MAYAPADA TOWER LANTAI 18,,,INDONESIA,L,"770,000,000",,,"770,000,000",,,0
,POSA,,PT YUANTA SEKURITAS INDONESIA,,"BINTANG BAJA HITAM, PT",GED MILLENIUM CENTENNIAL CENTER LT 1 UNIT A DAN H,JL JEND SUDIRMAN KAV 25 RT/RW 004/002,,INDONESIA,L,"160,000,000",,,"160,000,000",,,0
,POSA,,PT NH KORINDO SEKURITAS INDONESIA,,PT. BINTANG BAJA HITAM,Gedung Millennium Centennial Center lt.1 Unit,"A&H Jl. Jend Sudirman Kav.25, Karet Setiabudi",,INDONESIA,L,"1,500,000,000",,,"1,500,000,000",,,0
1353,POSA,"BLISS PROPERTI INDONESIA Tbk, PT",PT PANCA GLOBAL SEKURITAS,PT BINTANG BAJA HITAM,"BINTANG BAJA HITAM, PT",GEDUNG MILLENNIUM CENTENNIAL CENTER LT 1 UNIT A&H,JL. JEND SUDIRMAN KAV 25,,INDONESIA,L,"620,000,000","3,050,000,000",36.36,"620,000,000","3,050,000,000",36.36,0
